"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"45",254,"Armenia","ARM","AM",2005,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,5.55,19.87,8.05,11.82,15.23,20.22,44.68,3.33,4.72,5.53,6.28,7.13,8.1,9.26,10.96,13.9,30.78,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2281,1738,"US$2011PPP","Year",NA,NA,NA,7420,2981262,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"46",256,"Armenia","ARM","AM",2006,29.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,4.34,22.08,8.93,13.15,17,22.13,38.79,3.73,5.2,6.14,7.01,7.95,9.04,10.25,11.88,14.34,24.45,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2202,1865,"US$2011PPP","Year",NA,NA,NA,8464,2958301,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"47",257,"Armenia","ARM","AM",2007,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,20,7,13,17,24,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,0.00292330034958928,NA,NA,9708,2932615,"New 2013","High",11,"National statistical authority","Armenia National Statistical Service","Statistical Yearbook","Armenia Integrated Living Conditions Survey",NA,"No"
"48",260,"Armenia","ARM","AM",2008,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,21,7,14,17,24,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,0.00326830068347983,NA,NA,10468,2907615,"New 2013","High",11,"National statistical authority","Armenia National Statistical Service","Statistical Yearbook","Armenia Integrated Living Conditions Survey",NA,"No"
"49",263,"Armenia","ARM","AM",2009,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,21,7,14,18,25,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,0.00275267274774757,NA,NA,9052,2888094,"New 2013","High",11,"National statistical authority","Armenia National Statistical Service","Statistical Yearbook","Armenia Integrated Living Conditions Survey",NA,"No"
"50",266,"Armenia","ARM","AM",2010,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,9,16,5,11,16,23,45,2.1,3.5,4.9,6.1,7.6,8.3,10.2,12.3,15.8,29.1,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,0.00267622638468464,NA,NA,9286,2877314,"New 2013","High",12,"National statistical authority","Armenia National Statistical Service","Statistical Yearbook","Armenia Integrated Living Conditions Survey",NA,"No"
"51",269,"Armenia","ARM","AM",2011,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,21,7,14,18,24,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Monetary income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",NA,NA,NA,NA,0.00268455739870009,NA,NA,9725,2876536,"New 2013","High",11,"National statistical authority","Armenia National Statistical Service","Statistical Yearbook","Armenia Integrated Living Conditions Survey",NA,"No"
"52",272,"Armenia","ARM","AM",2012,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,4.31,22.17,8.99,13.18,17.07,22.02,38.74,3.79,5.2,6.11,7.07,8.01,9.05,10.23,11.79,14.2,24.54,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2406,2037,"US$2011PPP","Year",NA,NA,NA,10398,2884239,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"53",273,"Armenia","ARM","AM",2013,30.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,4.57,21.5,8.62,12.88,16.91,22.19,39.4,3.56,5.06,5.98,6.9,7.93,8.99,10.26,11.93,14.71,24.69,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2496,2108,"US$2011PPP","Year",NA,NA,NA,10691,2897593,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"54",274,"Armenia","ARM","AM",2014,31.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,4.74,21.11,8.45,12.66,16.86,21.97,40.05,3.52,4.93,5.85,6.81,7.86,9.01,10.19,11.78,14.31,25.74,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2560,2152,"US$2011PPP","Year",NA,NA,NA,11020,2912403,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"55",275,"Armenia","ARM","AM",2015,32.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,4.95,20.79,8.22,12.57,16.73,21.79,40.68,3.38,4.84,5.77,6.8,7.81,8.92,10.15,11.64,13.95,26.73,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2744,2271,"US$2011PPP","Year",NA,NA,NA,11321,2925559,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"56",276,"Armenia","ARM","AM",2016,32.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,5.11,19.96,7.85,12.11,17.05,22.83,40.15,3.27,4.59,5.52,6.6,7.9,9.15,10.57,12.26,14.87,25.28,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2889,2464,"US$2011PPP","Year",NA,NA,NA,11303,2936147,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"57",277,"Armenia","ARM","AM",2017,33.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,5.06,20.74,8.38,12.36,15.91,20.94,42.4,3.5,4.88,5.77,6.59,7.46,8.45,9.61,11.33,14.03,28.37,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2811,2227,"US$2011PPP","Year",NA,NA,NA,12115,2944789,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"58",278,"Armenia","ARM","AM",2018,34.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,5.31,20.34,8.1,12.24,15.87,20.78,43,3.3,4.81,5.71,6.54,7.42,8.46,9.61,11.17,13.8,29.2,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Western Asia","Europe and Central Asia","Non-EU","Non-OECD","Upper middle income",2810,2216,"US$2011PPP","Year",NA,NA,NA,12715,2951741,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"59",279,"Australia","AUS","AU",1942,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"60",281,"Australia","AUS","AU",1943,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"61",282,"Australia","AUS","AU",1944,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"62",284,"Australia","AUS","AU",1945,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"63",286,"Australia","AUS","AU",1946,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"64",288,"Australia","AUS","AU",1947,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"65",290,"Australia","AUS","AU",1948,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"66",292,"Australia","AUS","AU",1949,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"67",294,"Australia","AUS","AU",1950,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,13513,8177348,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"68",296,"Australia","AUS","AU",1951,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,13686,8398224,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"69",298,"Australia","AUS","AU",1952,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,13523,8595064,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"70",300,"Australia","AUS","AU",1953,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,13682,8782177,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"71",302,"Australia","AUS","AU",1954,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,14204,8970121,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"72",304,"Australia","AUS","AU",1955,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,14634,9165700,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"73",306,"Australia","AUS","AU",1956,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,14781,9371781,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"74",308,"Australia","AUS","AU",1957,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,14748,9587459,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"75",310,"Australia","AUS","AU",1958,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,15140,9808595,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"76",312,"Australia","AUS","AU",1959,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,NA,NA,NA,15729,10028799,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"77",314,"Australia","AUS","AU",1960,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,16027,10242070,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"78",316,"Australia","AUS","AU",1961,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,15775,10445836,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"79",319,"Australia","AUS","AU",1962,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,16457,10643420,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"80",321,"Australia","AUS","AU",1963,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,17136,10845179,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"81",323,"Australia","AUS","AU",1964,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,17955,11065419,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"82",325,"Australia","AUS","AU",1965,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,18508,11313186,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"83",327,"Australia","AUS","AU",1966,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,18670,11593402,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"84",329,"Australia","AUS","AU",1967,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,19567,11899644,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"85",333,"Australia","AUS","AU",1968,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,20324,12215704,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
"86",339,"Australia","AUS","AU",1969,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earnings","Taxable income, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Males, aged 20+","Oceania","Australia and New Zealand","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.892856999892857,NA,NA,21076,12518931,"New 2008","Average",5,"Research study","Leigh 2005",NA,"Tax Data",NA,"No"
